Component#1,Component#2,Smiles#1,Smiles#2,X#1 (molar fraction),"Tmelt, K"
tetrapropylazanium;chloride,dodecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCC(=O)O,0.196,310.65
hexadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.1519,310.64
tetradecanoic acid,dodecanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.2004,310.61
2-hydroxyethyl(trimethyl)azanium;chloride,2-phenylacetic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)Cc1ccccc1,0.302,310.483
hexadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.2002,310.44
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.218,310.43
tetradecanoic acid,dodecanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.3998,310.42
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.2,310.35
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.202,310.32
ChCl,oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.486390793,310.3
octanoic acid,dodecanoic acid,CCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.169,310.275
octadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.202,310.2
hexadecanoic acid,decanoic acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.2504,310.15
nonanoic acid,dodecanoic acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.145,310.15
Choline chloride,D-fructose,C[N+](C)(C)CCO.[Cl-],C1[C@H]([C@H]([C@@H](C(O1)(CO)O)O)O)O,0.714285714,310.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,0.714286,310.15
2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,0.199,310.15
ethanamine;hydrochloride,acetamide,[Cl-].CC[NH3+],CC(N)=O,0.333333,310.15
2-(trimethylazaniumyl)acetate,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CC(=O)[O-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.101,310.1
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.847,310.097
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCO,0.101,310
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.3,310
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.857,310
2-(trimethylazaniumyl)acetate,"(2S,4R)-pentane-1,2,3,4,5-pentol",C[N+](C)(C)CC(=O)[O-],OC[C@@H](O)C(O)[C@@H](O)CO,0.45,309.92
hexadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.1,309.9
ChCl,thiourea,C[N+](C)(C)CCO.[Cl-],C(=S)(N)N,0.49508632,309.7
tetradecanoic acid,dodecanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.35,309.68
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.2,309.65
octadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.299,309.6
tetrapropylazanium;bromide,heptanedioic acid,CCC[N+](CCC)(CCC)CCC.[Br-],O=C(O)CCCCCC(=O)O,0.55,309.6
1-dioctylphosphoryloctane,phenol,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,0.67,309.55
ChCl,glutaric acid,C[N+](C)(C)CCO.[Cl-],C(CC(=O)O)CC(=O)O,0.473162352,309.53
5-methyl-2-propan-2-ylphenol,tetradecan-1-ol,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCO,0.1,309.4
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.599,309.4
2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5S)-hexane-1,2,3,4,5,6-hexol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)CO,0.455,309.375
5-methyl-2-propan-2-ylphenol,dodecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCC(=O)O,0.3,309.36
ChCl,sorbitol,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,0.49520131,309.3
2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,0.285714,309.15
hexadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.398,309.1
5-methyl-2-propan-2-ylphenol,tetradecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCC(=O)O,0.7,309.05
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.905,309.028
octadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.1,309
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.8009,309
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCO,0.199,309
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.3035,308.908
tetradecanoic acid,dodecanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.2999,308.85
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.7001,308.8
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.8,308.61
thymol,tetradecanoic acid,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCC(=O)O,0.703204573,308.56
tetrapropylazanium;chloride,tetradecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.35,308.55
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.9,308.53
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.302,308.52
tetrabutylazanium;chloride,hexadecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCO,0.494,308.5
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.252,308.4
2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCCCCCCCCC(=O)O,0.3,308.39
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.799,308.3
tetrabutylazanium;chloride,tetradecanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.684,308.3
thymol,ketoprofen,CC1=CC(=C(C=C1)C(C)C)O,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,0.79657274,308.23
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-cyclohexylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCC1CCCCC1,0.9,308.182
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.8003,308.15
thymol,octadecanol,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCCCCCCO,0.772168572,308.07
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",octanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCC(=O)O,0.9,308
2-hydroxyethyl(trimethyl)azanium;chloride,oxalic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)C(=O)O,0.5,308
ethanamine;hydrochloride,"2,2,2-trifluoroacetamide",[Cl-].CC[NH3+],NC(=O)C(F)(F)F,0.25,308
tetradecanoic acid,decanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.4014,307.94
tetrabutylazanium;chloride,tetradecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCO,0.605,307.8
octadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.2,307.8
tetrabutylazanium;chloride,hexadecanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.392,307.7
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCC(=O)O,0.8918,307.65
tetrapropylazanium;chloride,tetradecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.45,307.62
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCO,0.897,307.6
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.9,307.46
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.099,307.319
tetrabutylazanium;chloride,hexadecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCO,0.3,307.2
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.0987,307.15
octanoic acid,dodecanoic acid,CCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.252,307.15
Choline chloride,Oxalic acid,C[N+](C)(C)CCO.[Cl-],C(=O)(C(=O)O)O,0.5,307.15
betaine,thymol,C[N+](C)(C)CC(=O)[O-],CC1=CC(=C(C=C1)C(C)C)O,0.379027618,307.11
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCC(=O)O,0.8985,307.1
2-hydroxyethyl(trimethyl)azanium;chloride,"2,4,6-trimethylphenol",C[N+](C)(C)CCO.[Cl-],Cc1cc(C)c(O)c(C)c1,0.33,307.06
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.9,307
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCC(=O)O,0.9,307
"2-(diethylamino)-N-(2,6-dimethylphenyl)acetamide","1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",CCN(CC)CC(=O)Nc1c(C)cccc1C,CC12CCC(CC1=O)C2(C)C,0.5,307
5-methyl-2-propan-2-ylphenol,dodecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCC(=O)O,0.7,306.96
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.834,306.926
"1,10-phenanthroline",4-chloro-5-methyl-2-propan-2-ylphenol,c1cnc2c(c1)ccc1cccnc12,Cc1cc(O)c(C(C)C)cc1Cl,0.7042,306.9008
pyridine-3-carboxamide,2-hydroxyacetic acid,NC(=O)c1cccnc1,O=C(O)CO,0.5026,306.8966
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CO,0.3,306.72
tetrapropylazanium;chloride,hexadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.504,306.67
[N2222]Br,glutaric acid,CC[N+](CC)(CC)CC.[Br-],C(CC(=O)O)CC(=O)O,0.430256967,306.62
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.5,306.6
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.288,306.55
5-methyl-2-propan-2-ylphenol,decanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCC(=O)O,0.7,306.47
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.9,306.35
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",cyclohexanecarboxylic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)C1CCCCC1,0.9,306.29
1-dioctylphosphoryloctane,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.116,306.238
ethanamine;hydrochloride,acetamide,[Cl-].CC[NH3+],CC(N)=O,0.5,306.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,0.333333,306.15
Choline chloride,Mandelic acid,C[N+](C)(C)CCO.[Cl-],C1=CC=C(C=C1)C(C(=O)O)O,0.333333333,306.15
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.3,306.1
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.4,306
tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],N[C@@H](CC(=O)O)C(=O)O,0.909091,305.96
Tetrabutylammonium chloride,Aspartic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O,0.916666667,305.93
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",urea,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,NC(N)=O,0.303,305.882
2-methyl-5-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)cc1O,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.0998,305.85
2-hydroxyethyl(trimethyl)azanium;chloride,"propane-1,2,3-triol",C[N+](C)(C)CCO.[Cl-],OCC(O)CO,0.603,305.811
thymol,ibuprofen,CC1=CC(=C(C=C1)C(C)C)O,CC(C)CC1=CC=C(C=C1)C(C)C(=O)O,0.657989958,305.81
octadecanoic acid,decanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.0998,305.78
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.1,305.7
tetrapropylazanium;chloride,tetradecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.4,305.68
5-methyl-2-propan-2-ylphenol,tetradecan-1-ol,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCO,0.2,305.6
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.342,305.45
tetrabutylazanium;chloride,tetradecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCO,0.102,305.4
nonanoic acid,dodecanoic acid,CCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.252,305.275
Tetrabutylammonium chloride,Aspartic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)C(=O)O,0.909090909,305.23
tetrabutylazanium;chloride,tetradecanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.307,305.2
2-[4-(2-methylpropyl)phenyl]propanoic acid,5-methyl-2-propan-2-ylphenol,CC(C)Cc1ccc(C(C)C(=O)O)cc1,Cc1ccc(C(C)C)c(O)c1,0.33,305.15
tetradecanoic acid,decanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.351,305.12
tetraethylazanium;chloride,decanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,0.097,305.05
dodecanoic acid,nonanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCC(=O)O,0.75,305
tetramethylazanium;chloride,decanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,0.109,304.94
tetrabutylazanium;chloride,(2S)-2-aminobutanedioic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],N[C@@H](CC(=O)O)C(=O)O,0.916667,304.93
hexadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.3,304.9
ChCl,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.39370688,304.78
5-methyl-2-propan-2-ylphenol,dodecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCC(=O)O,0.4,304.76
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.399,304.7
sodium;dodecanoate,decanoic acid,CCCCCCCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)O,0.068,304.682
hexadecanoic acid,decanoic acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.2063,304.68
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.5999,304.61
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.101,304.6
tetramethylazanium;chloride,decanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,0.099,304.55
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCCC(=O)O,0.495,304.55
zinc;dichloride,urea,[Cl-].[Cl-].[Zn+2],NC(N)=O,0.198,304.4833
2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,0.25,304.483
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.212,304.45
1-dioctylphosphoryloctane,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.138,304.437
"1H-Imidazolium, 3-[2-[(1R,5S)-6,6-dimethylbicyclo[3.1.1]hept-2-en-2-yl]ethyl]-1-methyl-, methanesulfonate (1:1) (ACI)",urea,CS(=O)(=O)[O-].Cn1cc[n+](CCC2=CC[C@H]3C[C@@H]2C3(C)C)c1,NC(N)=O,0.452,304.412
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.105,304.4
tetrapropylazanium;chloride,decanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,0.1,304.36
coumarin,lidocaine,C1=CC=C2C(=C1)C=CC(=O)O2,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,0.504244613,304.26
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecan-1-ol,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCO,0.302,304.2
tetraethylazanium;chloride,decanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,0.196,304.18
benzyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",C[N+](C)(C)Cc1ccccc1.[Cl-],O=C(O)CC(O)(CC(=O)O)C(=O)O,0.5,304.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.5,304.15
zinc;dichloride,2-acetyloxyethyl(trimethyl)azanium;chloride,[Cl-].[Cl-].[Zn+2],CC(=O)OCC[N+](C)(C)C.[Cl-],0.666667,304.15
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.296,304.1
2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCC(=O)O,0.3,304.06
[N1111]Cl,decanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,0.183235438,304.04
[N2222]Cl,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.361995942,304
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.3,303.95
ChCl,xylitol,C[N+](C)(C)CCO.[Cl-],C([C@H](C([C@H](CO)O)O)O)O,0.476305994,303.87
tetramethylazanium;chloride,decanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,0.198,303.83
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.298,303.82
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.7,303.76
tetramethylazanium;chloride,decanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCC(=O)O,0.206,303.75
tetrabutylazanium;chloride,(2S)-2-aminopentanedioic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],N[C@@H](CCC(=O)O)C(=O)O,0.888889,303.7
Tetrabutylammonium chloride,Glutamic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C(CC(=O)O)[C@@H](C(=O)O)N,0.888888889,303.7
tetrabutylazanium;bromide,1H-imidazole,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],c1c[nH]cn1,0.4,303.6994
Tetrabutylammonium chloride,Serine,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],C([C@@H](C(=O)O)N)O,0.909090909,303.56
tetrabutylazanium;chloride,(2S)-2-amino-3-hydroxypropanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],N[C@@H](CO)C(=O)O,0.909091,303.56
1-dioctylphosphoryloctane,phenol,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,0.6,303.45
ChCl,tetradecanol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.445746996,303.4
ChCl,[BzCh]Cl,C[N+](C)(C)CCO.[Cl-],C[N+](C)(CCO)CC1=CC=CC=C1.[Cl-],0.410526371,303.32
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.335,303.275
ethanamine;hydrochloride,urea,[Cl-].CC[NH3+],NC(N)=O,0.492,303.237
5-methyl-2-propan-2-ylphenol,dodecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCC(=O)O,0.6,303.22
