Component#1,Component#2,Smiles#1,Smiles#2,X#1 (molar fraction),"Tmelt, K"
octadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.401,318.9
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.797,318.8
tetrabutylazanium;chloride,hexadecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCO,0.101,318.7
octadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.1,318.6
2-hydroxyethyl(trimethyl)azanium;chloride,hexadecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCCCO,0.5,318.55
ethanamine;hydrochloride,urea,[Cl-].CC[NH3+],NC(N)=O,0.33,318.541
5-methyl-2-propan-2-ylphenol,octanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCC(=O)O,0.91,318.49
5-methyl-2-propan-2-ylphenol,tetradecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCC(=O)O,0.9,318.44
tetramethylazanium;chloride,tetradecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCC(=O)O,0.205,318.4
"2,4,6-trimethylphenol","2,5-dimethylphenol",CC1=CC(=C(C(=C1)C)O)C,CC1=CC(=C(C=C1)C)O,0.527991403,318.34
octadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.501,318.3
tetramethylazanium;chloride,tetradecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCO,0.199,318.3
5-methyl-2-propan-2-ylphenol,hexadecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCC(=O)O,0.7,318.25
5-methyl-2-propan-2-ylphenol,dodecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCC(=O)O,0.9,318.22
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.1,318.2
(2S)-2-aminopropanoic acid,2-hydroxybutanedioic acid,C[C@H](N)C(=O)O,O=C(O)CC(O)C(=O)O,0.5,318.15
2-(trimethylazaniumyl)acetate,2-hydroxybutanedioic acid,C[N+](C)(C)CC(=O)[O-],O=C(O)CC(O)C(=O)O,0.5,318.15
ethanamine;hydrochloride,acetamide,[Cl-].CC[NH3+],CC(N)=O,0.25,318.15
5-methyl-2-propan-2-ylphenol,decanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCC(=O)O,0.9,318.01
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.9035,317.95
octadecanoic acid,decanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.1988,317.93
5-methyl-2-propan-2-ylphenol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",Cc1ccc(C(C)C)c(O)c1,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.899,317.9
5-methyl-2-propan-2-ylphenol,hexadecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCCC(=O)O,0.9,317.7
hexadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.699,317.7
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.1,317.6833
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.0965,317.6833
zinc;dichloride,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Cl-].[Zn+2],C[N+](C)(C)CCO.[Cl-],0.7553,317.6591
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],0.6716,317.6591
tetrapropylazanium;chloride,hexadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.4,317.55
tetramethylazanium;chloride,tetradecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCC(=O)O,0.214,317.45
5-methyl-2-propan-2-ylphenol,tetradecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCC(=O)O,0.4,317.42
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,0.446,317.4
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.094,317.39
"1,10-phenanthroline",5-methyl-2-propan-2-ylphenol,c1cnc2c(c1)ccc1cccnc12,Cc1ccc(C(C)C)c(O)c1,0.492,317.314
betaine,menthol,C[N+](C)(C)CC(=O)[O-],CC1CCC(C(C1)O)C(C)C,0.380707128,317.2
[N4444]Br,xylitol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C([C@H](C([C@H](CO)O)O)O)O,0.648858353,317.2
chromium(3+);trichloride;hexahydrate,urea,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],NC(N)=O,0.7096,317.1749
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.714286,317.15
dichlorotin,2-hydroxyethyl(trimethyl)azanium;chloride,[Cl-].[Sn+2].[Cl-],C[N+](C)(C)CCO.[Cl-],0.666667,317.15
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.4,317.1
tetramethylazanium;chloride,tetradecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCO,0.313,317.1
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",hexadecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCCCC(=O)O,0.7,317.07
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCC(=O)O,0.449,317.03
tetrabutylazanium;chloride,octadecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCCCO,0.497,317
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.099,316.97
ChCl,erythritol,C[N+](C)(C)CCO.[Cl-],C([C@H]([C@H](CO)O)O)O,0.498566807,316.95
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.109,316.95
tetrapropylazanium;chloride,decanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,0.401,316.91
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CCO.[Cl-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.2,316.9
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxypropanoic acid,C[N+](C)(C)CCO.[Cl-],CC(O)C(=O)O,0.55,316.88
1-dioctylphosphoryloctane,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.751,316.854
thymol,octadecanoic acid,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCCCCCC(=O)O,0.901649931,316.82
2-hydroxyethyl(trimethyl)azanium;chloride,3-phenylpropanoic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCc1ccccc1,0.4,316.817
tetrapropylazanium;chloride,dodecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCC(=O)O,0.097,316.74
methyl(triphenyl)phosphanium;bromide,"propane-1,2,3-triol",C[P+](c1ccccc1)(c1ccccc1)c1ccccc1.[Br-],OCC(O)CO,0.4,316.71
2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCCCCCCCCC(=O)O,0.6023,316.65
tetrapropylazanium;chloride,dodecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCC(=O)O,0.118,316.65
chromium(3+);trichloride;hexahydrate,urea,O.O.O.O.O.O.[Cl-].[Cl-].[Cl-].[Cr+3],NC(N)=O,0.711,316.5
tetradecanoic acid,decanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.6015,316.49
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.1,316.48
tetrabutylazanium;chloride,tetradecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCO,0.7,316.4
tetradecanoic acid,dodecanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.5999,316.37
tetrapropylazanium;chloride,hexadecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.395,316.35
2-hydroxyethyl(trimethyl)azanium;chloride,"2,3-dimethylphenol",C[N+](C)(C)CCO.[Cl-],Cc1cccc(O)c1C,0.2,316.3
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CCO.[Cl-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.4,316.3
octadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.0501,316.23
octadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.2001,316.17
zinc;dichloride,urea,[Cl-].[Cl-].[Zn+2],NC(N)=O,0.3302,316.15
1-dioctylphosphoryloctane,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.624,316.141
[N1111]Cl,tetradecanol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCO,0.359141633,316.14
2-hydroxyethyl(trimethyl)azanium;chloride,"benzene-1,3-diol",C[N+](C)(C)CCO.[Cl-],Oc1cccc(O)c1,0.204,316.109
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.098,316.05
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.411,316.05
tetraethylazanium;chloride,hexadecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.288,316.02
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.1,316
tetrabutylazanium;chloride,hexadecanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.298,316
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.41,315.95
1-dioctylphosphoryloctane,phenol,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,0.8,315.95
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.198,315.88
tetrabutylazanium;chloride,hexadecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCO,0.597,315.7
2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CCO.[Cl-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.3,315.7
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.201,315.65
tetrapropylazanium;chloride,decanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCC(=O)O,0.4,315.55
ChCl,camphor,C[N+](C)(C)CCO.[Cl-],CC1(C2CCC1(C(=O)C2)C)C,0.47668079,315.48
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(=O)O,0.6,315.432
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",3-phenylpropanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,O=C(O)CCc1ccccc1,0.1,315.35
tetrapropylazanium;chloride,tetradecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.5,315.25
2-(trimethylazaniumyl)acetate,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CC(=O)[O-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.3,315.2
2-(trimethylazaniumyl)acetate,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CC(=O)[O-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.299,315.2
2-hydroxyethyl(trimethyl)azanium;chloride,"(2S,4R)-pentane-1,2,3,4,5-pentol",C[N+](C)(C)CCO.[Cl-],OC[C@@H](O)C(O)[C@@H](O)CO,0.385,315.175
tetradecanoic acid,dodecanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.1004,315.03
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.1965,314.8752
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.899,314.86
[N4444]Br,suberic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C(CCCC(=O)O)CCC(=O)O,0.675660698,314.75
hexadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.6,314.7
tetramethylazanium;chloride,tetradecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCO,0.401,314.6
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.195,314.52
5-methyl-2-propan-2-ylphenol,decanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCC(=O)O,0.8,314.51
trichloroiron,tetrabutylphosphanium;bromide,[Cl-].[Fe+3].[Cl-].[Cl-],CCCC[P+](CCCC)(CCCC)CCCC.[Br-],0.4,314.5
ChCl,menthol,C[N+](C)(C)CCO.[Cl-],CC1CCC(C(C1)O)C(C)C,0.424711033,314.42
hexadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.4001,314.39
5-methyl-2-propan-2-ylphenol,dodecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCC(=O)O,0.1,314.17
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.5,314.17
2-hydroxyethyl(trimethyl)azanium;chloride,N-(4-hydroxyphenyl)acetamide,C[N+](C)(C)CCO.[Cl-],CC(=O)Nc1ccc(O)cc1,0.5,314.16
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.699,314.1
octadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.399,314
5-methyl-2-propan-2-ylphenol,tetradecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCC(=O)O,0.5,313.95
2-hydroxyethyl(trimethyl)azanium;chloride,2-hydroxyacetic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CO,0.247,313.95
1-dioctylphosphoryloctane,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.042,313.891
hexadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.3002,313.89
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.403,313.85
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.4047,313.8222
[N4444]Br,sorbitol,CCCC[N+](CCCC)(CCCC)CCCC.[Br-],C([C@H]([C@H]([C@@H]([C@H](CO)O)O)O)O)O,0.583115918,313.72
5-methyl-2-propan-2-ylphenol,tetradecan-1-ol,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCCO,0.8,313.7
tetrabutylazanium;chloride,hexadecanoic acid,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCC(=O)O,0.705,313.6
thymol,hexadecanoic acid,CC1=CC(=C(C=C1)C(C)C)O,CCCCCCCCCCCCCCCC(=O)O,0.82874164,313.52
hexadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.1032,313.5
[N5555]Br,pimelic acid,CCCCC[N+](CCCCC)(CCCCC)CCCCC.[Br-],C(CCC(=O)O)CCC(=O)O,0.515945733,313.5
octadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.299,313.4
decanoic acid,dodecanoic acid,CCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.145,313.4
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.297,313.38
hexadecanoic acid,decanoic acid,CCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.2957,313.38
tetrabutylazanium;chloride,hexadecan-1-ol,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],CCCCCCCCCCCCCCCCO,0.203,313.2
2-hydroxyethyl(trimethyl)azanium;chloride,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.345,313.2
tetrapropylazanium;chloride,tetradecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.292,313.15
octanoic acid,dodecanoic acid,CCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.125,313.15
2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,0.25,313.15
tetramethylazanium;chloride,tetradecan-1-ol,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCCCCO,0.1,313.1
"(8R,9S,10R,13S,14S,17S)-17-hydroxy-10,13-dimethyl-1,2,6,7,8,9,11,12,14,15,16,17-dodecahydrocyclopenta[a]phenanthren-3-one",5-methyl-2-propan-2-ylcyclohexan-1-ol,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O,CC1CCC(C(C)C)C(O)C1,0.2,313.05
octadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.1001,313.04
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.343,312.86
2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCCCCCCCCC(=O)O,0.5041,312.78
tetrapropylazanium;chloride,dodecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCC(=O)O,0.2012,312.7691
hexadecan-1-ol,5-methyl-2-propan-2-ylphenol,CCCCCCCCCCCCCCCCO,Cc1ccc(C(C)C)c(O)c1,0.201,312.6
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.296,312.55
1-dioctylphosphoryloctane,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.067,312.54
hexadecan-1-ol,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCCCCCCCCCO,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.5,312.5
2-[4-(2-methylpropyl)phenyl]propanoic acid,dodecanoic acid,CC(C)Cc1ccc(C(C)C(=O)O)cc1,CCCCCCCCCCCC(=O)O,0.1068,312.46
octadecanoic acid,dodecanoic acid,CCCCCCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.1515,312.31
5-methyl-2-propan-2-ylphenol,tetradecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCC(=O)O,0.8,312.3
2-(trimethylazaniumyl)acetate,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",C[N+](C)(C)CC(=O)[O-],CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.199,312.3
tetraethylazanium;chloride,decanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCC(=O)O,0.401,312.28
tetradecanoic acid,decanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.5021,312.27
tetraethylazanium;chloride,tetradecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.298,312.25
ChCl,dodecanoic acid,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCC(=O)O,0.418975192,312.24
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.25,312.22
2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",C[N+](C)(C)CCO.[Cl-],OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,0.4,312.15
5-methyl-2-propan-2-ylphenol,tetradecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCCCC(=O)O,0.6,312.14
tetramethylazanium;chloride,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.3442,312.0671
5-methyl-2-propan-2-ylphenol,octanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCC(=O)O,0.8,312.05
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",dodecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCC(=O)O,0.2,312
dodecanoic acid,decanoic acid,CCCCCCCCCCCC(=O)O,CCCCCCCCCC(=O)O,0.8007,311.94
1-dioctylphosphoryloctane,phenol,CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,Oc1ccccc1,0.7,311.85
[N2222]Cl,tetradecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.332055813,311.76
[N1111]Cl,dodecanoic acid,C[N+](C)(C)C.[Cl-],CCCCCCCCCCCC(=O)O,0.396308238,311.72
tetraethylazanium;chloride,tetradecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.301,311.71
5-methyl-2-propan-2-ylphenol,dodecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCC(=O)O,0.79,311.6
tetrapropylazanium;chloride,dodecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCC(=O)O,0.199,311.59
5-methyl-2-propan-2-ylphenol,dodecanoic acid,Cc1ccc(C(C)C)c(O)c1,CCCCCCCCCCCC(=O)O,0.2,311.51
tetrapropylazanium;chloride,tetradecanoic acid,CCC[N+](CCC)(CCC)CCC.[Cl-],CCCCCCCCCCCCCC(=O)O,0.3,311.35
Tetra-n-butylphosphonium bromide,FeCl3,CCCC[P+](CCCC)(CCCC)CCCC.[Br-],[Cl-].[Cl-].[Cl-].[Fe+3],0.285714286,311.25
1-dioctylphosphoryloctane,"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",CCCCCCCCP(=O)(CCCCCCCC)CCCCCCCC,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,0.09,311.19
dibromozinc,2-hydroxyethyl(trimethyl)azanium;chloride,[Br-].[Zn+2].[Br-],C[N+](C)(C)CCO.[Cl-],0.6667,311.15
2-hydroxyethyl(trimethyl)azanium;chloride,pentanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CCCC(=O)O,0.45,311.15
tetraethylazanium;chloride,dodecanoic acid,CC[N+](CC)(CC)CC.[Cl-],CCCCCCCCCCCC(=O)O,0.2186,311.014
tetradecanoic acid,dodecanoic acid,CCCCCCCCCCCCCC(=O)O,CCCCCCCCCCCC(=O)O,0.4998,310.96
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",tetradecanoic acid,CC(C)[C@@H]1CC[C@@H](C)C[C@H]1O,CCCCCCCCCCCCCC(=O)O,0.6,310.93
2-hydroxyethyl(trimethyl)azanium;chloride,tetradecan-1-ol,C[N+](C)(C)CCO.[Cl-],CCCCCCCCCCCCCCO,0.109,310.92
2-(trimethylazaniumyl)acetate,5-methyl-2-propan-2-ylphenol,C[N+](C)(C)CC(=O)[O-],Cc1ccc(C(C)C)c(O)c1,0.099,310.9
ChCl,Ch[OAc],C[N+](C)(C)CCO.[Cl-],CC(=O)[O-].C[N+](C)(C)CCO,0.409645311,310.87
2-hydroxyethyl(trimethyl)azanium;chloride,propanedioic acid,C[N+](C)(C)CCO.[Cl-],O=C(O)CC(=O)O,0.399,310.734
